Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number Of Reviews,Price,Review Scores Rating
15496535,5/13/14,East Village chic—a quiet charmer,Manhattan,Apartment,95,Entire home/apt,10003,1,52,240,97
15475678,5/13/14,Entire Apartment !!!! Includes all!,Manhattan,Apartment,80,Entire home/apt,10030,3,3,150,80
15449599,5/13/14,UES Studio for 2 w/ Views & Light!!,Manhattan,Apartment,95,Entire home/apt,10065,1,9,195,98
15495298,5/13/14,Large Park Slope bedroom near train,Brooklyn,Apartment,85,Private room,11215,1,6,60,87
15449657,5/13/14,Comfy Room in Huge Crown Hts Apt,Brooklyn,Apartment,100,Private room,11216,1,2,36,100
15449657,5/13/14,Cozy Room in Huge Crown Heights Apt,Brooklyn,Apartment,90,Private room,11216,1,6,47,93
15492140,5/13/14,Quiet bedroom in East Village NY.,Manhattan,Apartment,90,Private room,10002,1,26,75,90
15473841,5/13/14,Beautiful UES Apartment!,Manhattan,Apartment,95,Private room,10021,1,13,135,97
15468652,5/13/14,GIGANTIC 1BR in a 2BR,Manhattan,Apartment,90,Private room,10032,1,2,100,90
15492722,5/13/14,For the Discerning on a Budget,Queens,Apartment,95,Private room,11373,1,13,89,98
15473841,5/13/14,Beautiful Shared UES Apartment!,Manhattan,Apartment,95,Shared room,10021,1,16,105,96
15475678,5/13/14,Shared 1 bd,Manhattan,Apartment,90,Shared room,10030,2,2,50,90
15539137,5/14/14,Live It Up in Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11216,1,3,125,100
15518085,5/14/14,Beautiful Apartment LES 2BR,Manhattan,Apartment,95,Entire home/apt,10002,2,4,280,95
15539048,5/14/14,Clean and Cozy LES Studio,Manhattan,Apartment,95,Entire home/apt,10002,1,12,125,98
15522242,5/14/14,"Beautiful, Sunny Studio in Chelsea",Manhattan,Apartment,100,Entire home/apt,10011,1,4,175,100
15538490,5/14/14,Amazing Loft Apartment in Midtown,Manhattan,Apartment,100,Entire home/apt,10016,1,2,190,100
15542183,5/14/14,Great apt in awesome area,Manhattan,Apartment,95,Entire home/apt,10024,2,12,300,96
15542183,5/14/14,Petite studio in excellent area,Manhattan,Apartment,85,Entire home/apt,10024,1,15,95,89
15527167,5/14/14,Clean 2 Bdrm - walk everywhere!,Manhattan,Apartment,80,Entire home/apt,10026,1,3,64,80
15508754,5/14/14,Bright Upper East Side Studio 87th,Manhattan,Apartment,80,Entire home/apt,10128,1,3,139,80
15533858,5/14/14,Spacious Condo in East Village,Manhattan,Condominium,80,Entire home/apt,10009,1,3,152,80
15542595,5/14/14,"Brooklyn Loft, amazing city views",Brooklyn,Apartment,85,Private room,11222,1,15,75,89
15540040,5/14/14,Room in Artist loft,Brooklyn,Apartment,100,Private room,11226,1,6,70,100
15530075,5/14/14,"Private Sunny Room, Williamsburg BK",Brooklyn,House,90,Private room,11211,1,6,100,93
15518085,5/14/14,Lower Eastside - Perfect Room,Manhattan,Apartment,100,Private room,10002,1,2,110,100
15498912,5/14/14,Oasis in Manhattan on Hudson river!,Manhattan,Apartment,100,Private room,10040,2,1,75,100
15499739,5/14/14,Clean NY Bedroom near many subways!,Queens,Apartment,100,Private room,11101,1,10,74,100
15586243,5/15/14,Cozy 1 br apartment in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11206,1,1,115,100
15579200,5/15/14,Penthouse in Williamsburg w/ Patio!,Brooklyn,Apartment,95,Entire home/apt,11211,1,12,240,95
15570237,5/15/14,Great Affordable Brooklyn Condo,Brooklyn,Apartment,100,Entire home/apt,11385,2,2,115,100
15581933,5/15/14,1 Bedroom Apart in Spanish Harlem,Manhattan,Apartment,80,Entire home/apt,10029,1,1,100,80
15582777,5/15/14,Penthouse Apartment in Manhattan,Manhattan,Apartment,85,Entire home/apt,10032,2,4,85,85
15573553,5/15/14,NYC Apartment in Upper East Side,Manhattan,Apartment,95,Entire home/apt,10128,2,8,160,95
15581139,5/15/14,"Sunny, Spacious Room in Fort Greene",Brooklyn,Apartment,85,Private room,11205,1,4,75,87
15583511,5/15/14,Brooklyn Brownstone,Brooklyn,Apartment,100,Private room,11221,1,5,65,100
15578446,5/15/14,"Bright Room , 2 minutes from Beach",Brooklyn,Apartment,90,Private room,11235,1,3,264,93
15564866,5/15/14,"Furnished room, Recently renovated",Manhattan,Apartment,100,Private room,10027,1,4,45,100
15581697,5/15/14,"A Clean, Spacious Summer Retreat",Manhattan,Apartment,90,Private room,10037,1,11,70,93
15621412,5/16/14,Amazing Ft.Greene 2BD in Brownstone,Brooklyn,Apartment,95,Entire home/apt,11205,2,25,199,96
15621412,5/16/14,Fantastic Fort Greene 2BD Sleeps 8!,Brooklyn,Apartment,95,Entire home/apt,11205,2,16,199,95
15621412,5/16/14,Gorgeous Fort Greene 2BD- Sleeps 8!,Brooklyn,Apartment,90,Entire home/apt,11205,2,31,199,92
15621412,5/16/14,Spectacular Ft. Greene 2BD-Sleeps 8,Brooklyn,Apartment,90,Entire home/apt,11205,4,29,199,93
15588231,5/16/14,Cozy One Bedroom in Ditmas Park!,Brooklyn,Apartment,90,Entire home/apt,11226,2,8,110,91
15588247,5/16/14,In the heart of Williamsburg,Brooklyn,Apartment,80,Entire home/apt,11249,3,4,350,80
15603335,5/16/14,Single studio apartment in dorm,Brooklyn,Dorm,100,Entire home/apt,11210,1,1,80,100
15613411,5/16/14,Spacious Studio + Patio,Manhattan,Apartment,100,Entire home/apt,10002,1,5,175,100
15607994,5/16/14,Spacious East Village 1 Bedroom,Manhattan,Apartment,85,Entire home/apt,10009,1,3,210,87
15597884,5/16/14,Center Of Manhattan,Manhattan,Apartment,100,Entire home/apt,10016,1,2,195,100
15609898,5/16/14,Hip duplex apartment in Buskwick,Brooklyn,Apartment,95,Private room,11221,1,5,70,95
15615036,5/16/14,"Cozy, Sunny Bedroom in Bushwick",Brooklyn,Apartment,90,Private room,11221,1,10,49,90
15588231,5/16/14,Cozy Bedroom in Ditmas Park!,Brooklyn,Apartment,100,Private room,11226,1,1,69,100
15612573,5/16/14,Private Room in Luxury Building,Brooklyn,Apartment,100,Private room,11237,1,3,60,100
15603335,5/16/14,Private bedroom available at dorm,Brooklyn,Dorm,40,Private room,11210,1,1,65,40
15608235,5/16/14,Room available in simple NY apt.,Manhattan,Apartment,90,Private room,10003,2,7,105,94
15612564,5/16/14,Prvt Rm Beautifully Furnished,Manhattan,Apartment,95,Private room,10036,2,40,149,95
15600827,5/16/14,Beautiful Private Studio,Staten Island,Apartment,65,Private room,10304,1,5,80,67
15633553,5/17/14,Sparkling East Village One Bedroom,Manhattan,Apartment,100,Entire home/apt,10003,1,4,149,100
15644687,5/17/14,Beautiful 1BR Apt in East Village,Manhattan,Apartment,90,Entire home/apt,10003,2,2,199,90
15651493,5/17/14,Best Village Location Large Studio!,Manhattan,Apartment,90,Entire home/apt,10003,1,26,189,91
15647782,5/17/14,Beautiful Upper West Side Apartment,Manhattan,Apartment,100,Entire home/apt,10025,1,1,134,100
15654243,5/17/14,"Williamsburg, Bedford L, 1-BR",Brooklyn,Apartment,80,Private room,11211,1,2,89,80
15652930,5/17/14,AFFORDABLE PERFECTLY LOCATED ROOM,Manhattan,Apartment,95,Private room,10026,1,16,75,95
15652930,5/17/14,SUCH A NICE SOFA BED IN LIVINGROOM,Manhattan,Apartment,100,Shared room,10026,1,2,70,100
15674437,5/18/14,1BR UNFURN SUBLET in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11206,2,4,220,95
15687708,5/18/14,Brooklyn Oasis,Brooklyn,Apartment,90,Entire home/apt,11233,3,31,135,91
15687708,5/18/14,Your Brooklyn Home,Brooklyn,Apartment,95,Entire home/apt,11233,2,7,135,97
15681707,5/18/14,Luxurious Brooklyn Getaway!,Brooklyn,Bed & Breakfast,90,Entire home/apt,11233,2,19,100,94
15673083,5/18/14,LOVELY LOFT NOHO/EAST VILLAGE!!!!!!,Manhattan,Apartment,95,Entire home/apt,10003,1,14,190,99
15689833,5/18/14,Updated 1 bedroom heart of Chelsea,Manhattan,Apartment,90,Entire home/apt,10011,2,7,160,90
15655287,5/18/14,Flatiron ★ Empire State Building,Manhattan,Apartment,95,Entire home/apt,10016,1,40,145,98
15692089,5/18/14,Amazing Central Location!,Manhattan,Apartment,85,Entire home/apt,10016,2,4,190,85
15688520,5/18/14,Spectacular East Village Townhouse,Manhattan,House,95,Entire home/apt,10009,5,5,900,96
15688520,5/18/14,Spectacular Townhouse,Manhattan,House,100,Entire home/apt,10009,6,5,900,100
15679856,5/18/14,Sunny Room With Patio,Brooklyn,Apartment,95,Private room,11221,1,2,80,99
15678733,5/18/14,Cozy Private Room in Manhattan,Manhattan,Apartment,75,Private room,10035,1,37,55,79
15740819,5/19/14,"Great apartment, heart of Brooklyn",Brooklyn,Apartment,85,Entire home/apt,11205,2,12,200,88
15733420,5/19/14,Brooklyn 2 bedroom Apartment,Brooklyn,Apartment,85,Entire home/apt,11216,3,4,165,85
15715046,5/19/14,Large Loft-like GARDEN Floor,Brooklyn,Apartment,90,Entire home/apt,11232,1,14,125,94
15697051,5/19/14,Lovely sun-lit 3-bedroom apartment,Brooklyn,Apartment,95,Entire home/apt,11233,4,53,175,97
15743973,5/19/14,Family Friendly House in Brooklyn,Brooklyn,House,100,Entire home/apt,11205,4,4,275,100
15728213,5/19/14,BROOKLYN'S BEST 3 BEDROOM HOME,Brooklyn,House,95,Entire home/apt,11236,3,6,205,97
15735446,5/19/14,Awesome Loft in Williamsburg,Brooklyn,Loft,100,Entire home/apt,11211,2,1,200,100
15740307,5/19/14,Cupboard Under the Stairs,Manhattan,Apartment,85,Entire home/apt,10001,1,77,65,88
15743291,5/19/14,Cool Apartment in Chinatown,Manhattan,Apartment,100,Entire home/apt,10002,1,1,120,100
15716203,5/19/14,"Sunny, East Village Apartment!",Manhattan,Apartment,80,Entire home/apt,10003,2,1,180,80
15742426,5/19/14,1BR Apartment- Fantastic Location!,Manhattan,Apartment,80,Entire home/apt,10003,1,1,175,80
15729485,5/19/14,Exceptional SoHo Loft Just Listed!!,Manhattan,Apartment,100,Entire home/apt,10013,1,1,410,100
15743318,5/19/14,"Charming, Sunny West Village Apt",Manhattan,Apartment,90,Entire home/apt,10014,1,12,200,92
15718962,5/19/14,Times Square Brand New Studio,Manhattan,Apartment,90,Entire home/apt,10018,1,53,120,92
15718962,5/19/14,Times Square Cute Private Studio,Manhattan,Apartment,85,Entire home/apt,10018,1,58,110,89
15718962,5/19/14,Times Square Luxury Studio,Manhattan,Apartment,90,Entire home/apt,10018,1,75,120,91
15718962,5/19/14,Times Square Unique Studio,Manhattan,Apartment,90,Entire home/apt,10018,1,61,120,92
15730873,5/19/14,"Comfy, Cozy, & Creative Apartment",Manhattan,Apartment,100,Entire home/apt,10040,1,3,54,100
15696837,5/19/14,Spacious Studio Upper East Side,Manhattan,Apartment,90,Entire home/apt,10065,1,6,160,93
15740819,5/19/14,Great Location,Brooklyn,Apartment,90,Private room,11205,1,2,100,90
15740860,5/19/14,"Large, Sunny Room in Artists' Loft",Brooklyn,Apartment,95,Private room,11206,1,8,75,98
15740860,5/19/14,Quiet basement room in Artist Loft,Brooklyn,Apartment,80,Private room,11206,1,6,65,83
15740860,5/19/14,Tri-Level Bedroom in Artists' Loft,Brooklyn,Apartment,95,Private room,11206,2,6,74,97
15728249,5/19/14,Brooklyn Private Double Bedroom,Brooklyn,Apartment,85,Private room,11225,1,5,60,88
15728213,5/19/14,BROOKLYN'S BEST Room Two,Brooklyn,House,100,Private room,11236,1,1,125,100
15714652,5/19/14,Loft bdrm in high-ceiling apt,Brooklyn,Loft,100,Private room,11206,1,3,80,100
15739838,5/19/14,"1 Bdrm in Hell's Kitchen, Manhattan",Manhattan,Apartment,95,Private room,10001,1,12,133,95
15702523,5/19/14,"Quiet room in New-York, LES",Manhattan,Apartment,90,Private room,10002,1,15,105,92
15743117,5/19/14,Private bedroom in sunny apt,Manhattan,Apartment,60,Private room,10027,1,1,79,60
15723694,5/19/14,Private room in Hudson Heights,Manhattan,Apartment,100,Private room,10033,1,1,110,100
15730873,5/19/14,Huge Comfy & Creative Room,Manhattan,Apartment,80,Private room,10040,1,1,71,80
15743237,5/19/14,"20 min to Manhattan,2 min to subway",Queens,Apartment,75,Private room,11373,1,6,59,77
15743237,5/19/14,"Walk to subway, 20 min to Manhattan",Queens,Apartment,40,Private room,11373,2,1,59,40
15743237,5/19/14,"25 minutes to Manhattan,near subway",Queens,House,80,Private room,11375,3,2,59,80
15784677,5/20/14,"4BR, 4 BA townhouse in South Slope",Brooklyn,House,100,Entire home/apt,11215,4,3,420,100
15783686,5/20/14,West Chelsea Apt! AMAZING Location!,Manhattan,Apartment,100,Entire home/apt,10011,1,1,325,100
15788742,5/20/14,HUGE NYC RENOVATED 4 BEDROOM APT!,Manhattan,Apartment,80,Entire home/apt,10030,8,1,200,80
15788742,5/20/14,LARGE ONE BEDROOM - HOOKED UP APT!,Manhattan,Apartment,90,Entire home/apt,10030,2,11,115,91
15759727,5/20/14,Au Pair Suite in Harlem Brownstone,Manhattan,Apartment,95,Entire home/apt,10031,3,17,150,99
15788742,5/20/14,Hooked up Apt - Steps from Subway!,Manhattan,Apartment,80,Entire home/apt,10031,4,6,155,80
15788742,5/20/14,Renovted Masive 4 bedroom Apt DEAL!,Manhattan,Apartment,70,Entire home/apt,10037,7,3,200,70
15765021,5/20/14,Entire Home - Luxury One Bedroom,Manhattan,Apartment,100,Entire home/apt,10038,2,1,200,100
15789646,5/20/14,2BR Comfy Apt - 15min from MIDTOWN,Queens,Apartment,80,Entire home/apt,11104,5,11,135,84
15789646,5/20/14,Roomy + Vintage 15 min from Midtown,Queens,Apartment,100,Entire home/apt,11104,3,1,79,100
15789646,5/20/14,Sunny APT 15 min to MIDTOWN - NEW!!,Queens,Apartment,80,Entire home/apt,11104,3,1,78,80
15789646,5/20/14,Vintage NYC apt 15min from Times Sq,Queens,Apartment,90,Entire home/apt,11104,3,5,78,92
15745853,5/20/14,Spacious Bedroom w/ Park Views!,Bronx,Apartment,100,Private room,10463,1,2,60,100
15762897,5/20/14,Quiet room in Bushwick!,Brooklyn,Apartment,100,Private room,11221,1,1,60,100
15787004,5/20/14,MARTIAL LOFT 2: DELOFTED (2nd room),Brooklyn,Apartment,100,Private room,11237,1,6,40,100
15759698,5/20/14,Private East Village Room for 1 / 2,Manhattan,Apartment,100,Private room,10003,1,1,83,100
15779155,5/20/14,West Village room in apt w/ rooftop,Manhattan,Apartment,90,Private room,10014,1,1,150,94
15790111,5/20/14,"Clean, quiet bedroom in Manhattan",Manhattan,Apartment,95,Private room,10027,1,34,65,97
15778597,5/20/14,BIG Private Room in NYC APT.,Manhattan,Apartment,100,Private room,10031,1,1,50,100
15768913,5/20/14,Manhattan Upper east side just 4 u.,Manhattan,Apartment,90,Private room,10128,1,59,110,94
15764314,5/20/14,20 min to Times Sq for Non-Smokers!,Queens,Apartment,85,Private room,11372,2,8,70,88
15817252,5/21/14,Stunning Studio in Fort Greene,Brooklyn,Apartment,90,Entire home/apt,11205,1,4,100,90
15815569,5/21/14,Spacious Luxury Rooftop Penthouse,Manhattan,Apartment,95,Entire home/apt,10003,1,28,375,99
15835554,5/21/14,"Charming, sunny, junior 1-bedroom",Manhattan,Apartment,100,Entire home/apt,10014,1,1,125,100
15833644,5/21/14,Luxury studio with balcony and view,Queens,Apartment,100,Entire home/apt,11109,1,1,170,100
15811093,5/21/14,Cozy Jazzy Awesome Bedstuy Welcome!,Brooklyn,Apartment,95,Private room,11216,1,8,65,98
15811093,5/21/14,JazzyBedstuy NYC! Quiet clean cool!,Brooklyn,Apartment,100,Private room,11216,1,8,75,100
15792755,5/21/14,Cozy Room in Lefferts Gardens!,Brooklyn,Apartment,90,Private room,11225,1,5,75,92
15792755,5/21/14,Huge Room Prospect Park Brooklyn!,Brooklyn,Apartment,95,Private room,11225,,11,70,96
15810320,5/21/14,Beautiful Room in a 3 Bd Apartment,Brooklyn,House,100,Private room,11232,1,2,75,100
15815124,5/21/14,Large room in two-story Brownstone,Brooklyn,House,95,Private room,11238,1,12,95,95
15817123,5/21/14,East Village living for Cat Lovers!,Manhattan,Apartment,85,Private room,10009,1,16,95,87
15807888,5/21/14,Bright bedroom in FiDi Brick Loft,Manhattan,Apartment,100,Private room,10038,1,1,80,100
15821860,5/21/14,Sunshine all day in this cosy room!,Manhattan,Apartment,80,Private room,10040,1,2,45,80
15815237,5/21/14,SPACIOUS room in SUNNY Flushing!!,Queens,Apartment,95,Private room,11354,1,16,65,96
15825152,5/21/14,Cozy Sunny Studio with a NY Local,Manhattan,Apartment,80,Shared room,10003,1,3,78,80
15830767,5/21/14,Affordable Sunny Studio in Queens,Queens,Apartment,85,Shared room,11373,2,16,45,85
15870675,5/22/14,Entire 950 Sqft 2 Bedroom Apartment,Brooklyn,Apartment,90,Entire home/apt,11230,3,22,145,94
15853337,5/22/14,Charming Private Studio in LES,Manhattan,Apartment,80,Entire home/apt,10002,1,6,160,80
15868831,5/22/14,Stylish Downtown New York Apartment,Manhattan,Apartment,95,Entire home/apt,10003,2,6,199,97
15836416,5/22/14,2 BR- SoHo / Nolita,Manhattan,Apartment,100,Entire home/apt,10012,2,4,359,100
15872021,5/22/14,Cozy 1 BR in the heart of NYC,Manhattan,Apartment,100,Entire home/apt,10018,1,3,180,100
15870217,5/22/14,One Bedroom in the heart of Harlem!,Manhattan,Apartment,95,Entire home/apt,10027,1,6,135,97
15875629,5/22/14,Sun-filled Artist Apartment,Manhattan,Apartment,90,Entire home/apt,10032,1,8,109,90
15838503,5/22/14,SPAHA,Manhattan,Apartment,65,Private room,10029,1,39,60,69
15854491,5/22/14,Have couch avail in large UWS apt.,Manhattan,Apartment,80,Shared room,10023,1,7,65,83
15894102,5/23/14,Sexy East Village Writers Flat,Manhattan,Apartment,90,Entire home/apt,10009,1,14,159,90
15893514,5/23/14,Lovely Sunny Studio Apartment,Manhattan,Apartment,90,Entire home/apt,10024,1,3,250,90
15891365,5/23/14,Deck View in Heart of Williamsburg,Brooklyn,Apartment,80,Private room,,1,49,95,83
15892935,5/23/14,Sunny Master Bedroom in Sunset Park,Brooklyn,Apartment,100,Private room,11220,1,2,50,100
15891365,5/23/14,Awesome Room with Private Deck,Brooklyn,Apartment,80,Private room,11231,1,40,95,84
15891365,5/23/14,Great room in AWESOME location!,Brooklyn,Apartment,85,Private room,11249,1,52,95,85
15891365,5/23/14,HUGE room in central Williamsburg,Brooklyn,Apartment,90,Private room,11249,2,46,95,90
15908653,5/23/14,Beautiful house top floor 1-2 BR,Brooklyn,House,95,Private room,11230,2,24,160,95
15908653,5/23/14,Your own floor in a beautiful house,Brooklyn,House,90,Private room,11230,6,46,160,94
15902312,5/23/14,Cozy Nest6 HEART EAST VILLAGE elev.,Manhattan,Apartment,80,Private room,10009,3,20,320,82
15906867,5/23/14,Fantastic Room (Perfect Location!),Manhattan,Apartment,85,Private room,10012,1,21,109,87
15899698,5/23/14,Big Room(11'x11') with Street View,Manhattan,Apartment,100,Private room,10032,1,1,75,100
15937769,5/24/14,Huge One-Bedroom on the Park!,Brooklyn,Apartment,90,Entire home/apt,11225,2,2,125,90
15941846,5/24/14,Union Sq- 1 Bed + Sofabed + Doorman,Manhattan,Apartment,100,Entire home/apt,10003,2,1,250,100
15925828,5/24/14,Central Park UES studio,Manhattan,Apartment,90,Entire home/apt,10021,1,17,120,94
15928518,5/24/14,Sunny bedroom in Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,70,100
15936873,5/24/14,Sun drenched Bushwick loft,Brooklyn,Apartment,100,Private room,11221,1,3,70,100
15929157,5/24/14,Beautiful Spacious Private Room,Brooklyn,Apartment,100,Private room,11233,1,2,55,100
15924635,5/24/14,Bedroom available in EV Apt!!!,Manhattan,Apartment,90,Private room,10009,1,34,85,94
15941961,5/24/14,AMAZING ROOM @GREAT VIEW @LUXURIOUS,Manhattan,Apartment,85,Private room,10280,1,10,250,86
15929586,5/24/14,LARGE ROOM IN A GREAT NEIGHBORHOOD,Queens,House,95,Private room,11105,1,15,38,95
15962620,5/25/14,Great Garden Apt. Share 2 Cats!,Brooklyn,Apartment,80,Entire home/apt,11217,2,5,150,80
15959903,5/25/14,The Bowery Apartment- Nolita / Soho,Manhattan,Apartment,95,Entire home/apt,10002,1,4,232,95
15957097,5/25/14,"Bright, Cozy, & Well-Located Studio",Manhattan,Apartment,100,Entire home/apt,10021,1,1,150,100
15973306,5/25/14,Spacious One Bedroom Minutes Away..,Queens,Apartment,85,Entire home/apt,11375,3,22,110,86
15974132,5/25/14,Manhattan/Central Park/5th Avenue,Manhattan,Apartment,80,Private room,10029,1,12,95,84
15973306,5/25/14,In a pinch? Enjoy shared space here,Queens,Apartment,80,Shared room,11375,1,1,80,80
16010657,5/26/14,An oasis in Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11216,1,7,124,91
15998942,5/26/14,Charming XL 1br in Astoria,Queens,Apartment,90,Entire home/apt,11102,1,12,150,90
16003199,5/26/14,Large Space With Creatives in BK,Brooklyn,Apartment,95,Private room,11231,1,4,150,95
16002517,5/26/14,Bedroom in prime Greenwich Village,Manhattan,Apartment,85,Private room,10012,1,4,85,85
16021291,5/26/14,Cozy Twin Bed for 2 People.,Manhattan,Apartment,90,Private room,10019,2,2,119,90
15982339,5/26/14,"COZY,SUNNY Private Room on W75th",Manhattan,Apartment,85,Private room,10023,1,14,79,86
16015663,5/26/14,10 minutes to Manhattan,Queens,Apartment,90,Private room,11101,1,4,65,90
15999696,5/26/14,JFK Airport/Room Rentals $49,Queens,House,85,Private room,11427,2,18,49,85
15999696,5/26/14,Just Like Grandma's! $49 per Room,Queens,House,80,Shared room,11427,1,32,49,81
16035346,5/27/14,Spacious Bright and Airy,Brooklyn,Apartment,100,Entire home/apt,11218,2,7,125,100
16067583,5/27/14,Family-friendly 3-bedroom condo,Brooklyn,Apartment,100,Entire home/apt,11238,4,3,250,100
16066072,5/27/14,Charming Gramercy Penthouse Studio,Manhattan,Apartment,95,Entire home/apt,10010,1,24,165,96
16063890,5/27/14,Times Sq Luxury 2BD/2BTH APT,Manhattan,Apartment,95,Entire home/apt,10019,2,16,450,96
16060671,5/27/14,Authentic UWS 1BR Brownstone,Manhattan,Apartment,100,Entire home/apt,10023,1,5,140,100
16042070,5/27/14,Sunny Manhattan 2 bedroom apt.,Manhattan,Apartment,100,Entire home/apt,10029,3,1,120,100
16070219,5/27/14,At home in the City,Manhattan,Apartment,95,Entire home/apt,10031,2,4,135,95
16069319,5/27/14,Sunny room for September.,Brooklyn,Apartment,100,Private room,11223,1,2,40,100
16042339,5/27/14,Huge bedroom with private bathroom.,Brooklyn,Apartment,90,Private room,11225,1,3,60,93
16056242,5/27/14,"1899 BK Mansion, 15min to Manhattan",Brooklyn,House,95,Private room,11221,1,28,62,96
16041817,5/27/14,Private Room in East Village Apt!,Manhattan,Apartment,95,Private room,10009,1,35,79,95
16050901,5/27/14,Luxury LOCATION Private Room w/Bath,Manhattan,Apartment,80,Private room,10018,1,1,130,80
16066343,5/27/14,Amazing room 5min from Central Park,Manhattan,Apartment,90,Private room,10029,1,42,55,92
16066343,5/27/14,Cozy room mins from Central Park!,Manhattan,Apartment,90,Private room,10029,1,31,75,93
16070136,5/27/14,Cozy bedroom in luxury building,Manhattan,Apartment,80,Private room,10031,1,1,60,80
16042623,5/27/14,Comfortable bed in Astoria,Queens,Apartment,95,Private room,11105,2,40,80,96
16065171,5/27/14,Charming Harlem apartment,Manhattan,Apartment,85,Shared room,10027,3,9,80,87
16109802,5/28/14,PRIME WILLIAMSBURG FAMILY ART LOFT,Brooklyn,Apartment,90,Entire home/apt,11211,4,8,195,90
16106756,5/28/14,Park Slope Studio Apartment,Brooklyn,Apartment,95,Entire home/apt,11217,1,25,175,98
16091512,5/28/14,Quiet Cobble Hill Gem 2BR Duplex,Brooklyn,Apartment,100,Entire home/apt,11231,3,2,250,100
16091224,5/28/14,True 1 Bedroom in AMAZING LOCATION,Manhattan,Apartment,95,Entire home/apt,10003,1,9,145,98
16083748,5/28/14,Cute studio apartment in Chelsea NY,Manhattan,Apartment,80,Entire home/apt,10011,1,1,200,80
16100913,5/28/14,ARTIST LOFT IN CHELSA,Manhattan,Apartment,90,Entire home/apt,10011,1,14,250,91
16096810,5/28/14,Amazing 1B Apt in Hells Kitchen,Manhattan,Apartment,90,Entire home/apt,10019,1,3,200,93
16102417,5/28/14,2 Bed 2 Bath UWS Private Roof Terr,Manhattan,Apartment,90,Entire home/apt,10024,2,8,275,91
16108670,5/28/14,"Sunny, Renovated Studio",Manhattan,Apartment,90,Entire home/apt,10035,1,21,115,91
16108973,5/28/14,New 2 Bedroom apt 10 min to NYC!,Queens,Apartment,95,Entire home/apt,11103,3,57,119,99
16100913,5/28/14,SHARED SPACE-SPACIOUS ARTISTS LOFT,Manhattan,Apartment,90,Private room,10011,1,7,125,91
16071499,5/28/14,Cosy Room by United Nations,Manhattan,Apartment,95,Private room,10017,1,5,120,96
16090487,5/28/14,Newly renovated UWS room!,Manhattan,Apartment,80,Private room,10027,1,3,65,80
16151285,5/29/14,2BR Private Apt Guest Homestay,Bronx,House,85,Entire home/apt,10469,3,13,100,89
16152979,5/29/14,Park Slope 3 BR Duplex with Garden,Brooklyn,Apartment,100,Entire home/apt,11215,4,3,300,100
16129179,5/29/14,Rising Star Of Brooklyn: 2BR Oasis,Brooklyn,Apartment,90,Entire home/apt,11233,3,34,165,93
16150313,5/29/14,HIP BUSHWICK 2 BEDROOM APT,Brooklyn,Apartment,85,Entire home/apt,11237,2,50,125,88
16147306,5/29/14,Midtown/Flatiron 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10001,2,7,350,96
16149498,5/29/14,New Designer Apt @ Posh Lower East,Manhattan,Apartment,85,Entire home/apt,10002,2,19,290,88
16155254,5/29/14,CLEAN & COZY EAST VILLAGE PAD,Manhattan,Apartment,90,Entire home/apt,10009,1,17,170,90
16155254,5/29/14,CLEAN AND STYLISH EAST VILLAGE PAD,Manhattan,Apartment,80,Entire home/apt,10009,1,21,130,82
16126316,5/29/14,Charming Soho house,Manhattan,Apartment,85,Entire home/apt,10012,1,21,245,88
16126316,5/29/14,Large designer soho apartment,Manhattan,Apartment,100,Entire home/apt,10012,1,3,265,100
16126316,5/29/14,Soho Luxury Living,Manhattan,Apartment,90,Entire home/apt,10012,1,34,265,91
16150054,5/29/14,Soho exposed brick 1 bdm apt!,Manhattan,Apartment,100,Entire home/apt,10012,1,2,190,100
16126316,5/29/14,Charming Loft in heart of Soho,Manhattan,Apartment,90,Entire home/apt,10013,1,4,385,90
16126316,5/29/14,Stunning Soho 2 bedroom Apartment,Manhattan,Apartment,85,Entire home/apt,10013,2,11,295,87
16126316,5/29/14,charming west village apartment,Manhattan,Apartment,90,Entire home/apt,10014,1,6,265,90
16151102,5/29/14,"Clean, Spacious Alcove Studio",Manhattan,Apartment,100,Entire home/apt,10016,1,1,149,100
16143573,5/29/14,Charming Upper west side studio!!!,Manhattan,Apartment,75,Entire home/apt,10025,1,30,186,79
16150872,5/29/14,Fully Furnished - UES 83rd st/2nd,Manhattan,Apartment,85,Entire home/apt,10028,2,13,229,85
16152105,5/29/14,Unique 1BR near Columbia Medical,Manhattan,Apartment,60,Entire home/apt,10033,1,1,120,60
16114134,5/29/14,Large Studio Upper East Side,Manhattan,Apartment,90,Entire home/apt,10128,1,3,195,93
16117194,5/29/14,Spacious Cozy Upper Eastside 1 BDRM,Manhattan,Apartment,90,Entire home/apt,10128,2,3,195,93
16151285,5/29/14,AFFORDABLE COZY PRIVATE ROOM,Bronx,House,100,Private room,10469,1,3,45,100
